,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu,bbr_ratio,cubic_ratio
199,10,200,50000,cubic,52953088,52953088,0.0,60.000855,7060311.1238998175,0,0.356267102963117,0.8453103244953216,,0.6894204732578145
507,50,150,20000,cubic,246022144,246022144,0.0,60.000374,32802748.06287041,0,0.5013793737096836,1.9673700431191667,,0.685539338586474
139,100,50,50000,cubic,493223936,493216416,1.5246624202763753e-05,60.000107,65763074.18918436,0,0.21663553324397064,1.9827896906511346,,0.6851792538694108
489,50,100,50000,cubic,246284288,246284008,1.136897535258116e-06,60.000324,32837727.742936857,0,0.254948029461809,2.083507412001453,,0.6830240913704128
367,250,25,20000,cubic,1215168512,1215168232,2.3042071715564665e-07,60.000094,162022214.43186405,0,0.6059228791725874,2.3671602778410334,,0.6767153795137936
509,50,150,50000,cubic,243662848,243364280,0.0012253324725154653,60.000093,32488329.3764228,0,0.36544105534487165,2.001368968577801,,0.6764933729281992
197,10,200,20000,cubic,52166656,52166656,0.0,60.001017,6955436.238689088,0,0.3610216304768431,0.832332522522283,,0.6757182313383088
369,250,25,50000,cubic,1208221696,1208221416,2.3174554879041006e-07,60.000102,161095952.27021447,0,0.4485664591653361,2.342835561938657,,0.6726993721928038
361,250,25,10000,cubic,1206779904,1206779624,2.320224251927881e-07,60.000089,160903748.52610636,0,0.3318600304466254,2.160130053178496,,0.6722402133098658
487,50,100,20000,cubic,242352128,241545032,0.0033302616595964033,60.000114,32313555.67091089,0,0.279141783135645,2.0573429515480277,,0.6694429198542852
481,50,100,10000,cubic,241434624,241434344,1.1597342392779588e-06,60.000366,32191086.83437031,0,0.40220540478040345,2.084962414833135,,0.6686016693166827
493,50,10,1000,cubic,242089984,239814864,0.009397827875439902,60.000303,32278501.526900623,141,0.13252689198664408,2.4210697736322047,,0.6646285817634611
93,100,10,1000,cubic,476839936,474267784,0.0053941622876151046,60.000248,63578395.342632584,219,0.1845416389873084,2.38913447329551,,0.6596554812989779
467,500,5,20000,cubic,2358509568,2358509008,2.3743808700122262e-07,60.000091,314467465.4576774,0,0.6764699884480986,2.5622392587501723,,0.6565475597470608
461,500,5,10000,cubic,2356412416,2356126880,0.00012117403475775948,60.000105,314187772.3047318,0,0.666766420111494,2.522972864701065,,0.6558680182071085
411,500,10,10000,cubic,2354708480,2354687368,8.96586570240746e-06,60.000095,313960633.5623302,0,0.674209174027474,2.6090609161153893,,0.6557286428860957
143,100,5,1000,cubic,472907776,470420448,0.005259647073343958,60.000217,63054142.08751945,686,0.17777486625191974,2.3956873393665554,,0.6537417141764342
469,500,5,50000,cubic,2346319872,2346038120,0.00012008251874022401,60.000088,312842190.7647869,0,0.7005182657914838,2.5848472179519635,,0.6531542621120876
267,20,150,20000,cubic,96075776,96075776,0.0,60.000084,12810085.53254692,0,0.292964473288839,1.3722674246210511,,0.6515591615208668
417,500,10,20000,cubic,2337538048,2337126256,0.00017616483306114725,60.000084,311671303.39350855,0,0.6796836011129164,2.555293421217187,,0.650947218080439
271,20,200,10000,cubic,95289344,95289064,2.938418801581843e-06,60.00033,12705175.988198731,0,0.3714048403711634,1.3663815306673943,,0.6502706104818228
501,50,150,10000,cubic,233701376,233701376,0.0,60.000379,31159986.639417727,0,0.3346104174114839,2.062739658810489,,0.6502542230150039
